Mama;600.00€;Einnahme
Quelle;100.00€;Ausgabe
Bauhaus;5.58€;Ausgabe
Norma;1.59€;Ausgabe
Lidl;5.99€;Ausgabe
Aldi;27.97€;Ausgabe
Globus Tankstelle;50.00€;Ausgabe
Shell;44.83€;Ausgabe
Rewe;1.58€;Ausgabe
Aldi;20.40€;Ausgabe
Kaufland;16.33€;Ausgabe
;;Summe: 325.73€
